id,authorized_flag,purchase_date,card_id,merchant_id,item_category,purchase_amount,signature_provided,product_title,first_active_month_parsed,reward_program,cardholder_fico_score,cardholder_age,merchant_category_id,merchant_subsector,merchant_latitude,merchant_longitude
3358,1,2017-01-07,C_ID_4491e5f4a4,M_ID_42846e7bc8,C,236.449997,0,Women's Gucci Flora by Gucci Eau de Toilette Spray - 2.5 oz,2016-12-01T00:00:00.000Z,cash_back,536,91,299,luxury goods,41.28,-87.343
1058,1,2017-01-01,C_ID_c942f7aba6,M_ID_42846e7bc8,D,32.0900002,0,"Adidas Intense Touch Cologne by Adidas, 1.7 oz Eau De Toilette Spray for Men",2016-03-01T00:00:00.000Z,cash_back,659,69,299,luxury goods,41.28,-87.343
2144,1,2017-01-04,C_ID_69ef4f1c65,M_ID_428ec3691c,C,275.119995,1,,2016-09-01T00:00:00.000Z,travel,547,67,298,insurance,48.493,-102.82
10511,1,2017-01-26,C_ID_fc1a479943,M_ID_4287b2991e,D,51.4099998,0,Quick Change Folk Acoustic Electric Tune Trigger Guitar Capo Key Clamp Black,2016-02-01T00:00:00.000Z,cash_back,515,47,299,luxury goods,42.796,-101.4
3618,1,2017-01-08,C_ID_29c59acfa0,M_ID_42950e3ef5,C,26.3700008,0,,2015-06-01T00:00:00.000Z,cash_back,369,55,248,internet,39.056,-106.528
6850,1,2017-01-16,C_ID_27ab644834,M_ID_42b434a250,B,117.510002,1,Freshware 6-cavity Pyramid Silicone Mold/ Baking Pans (Pack of 2),2015-06-01T00:00:00.000Z,cash_back,769,36,705,groceries,47.664,-123.571
5568,1,2017-01-13,C_ID_985cf1d6d2,M_ID_42bd92dd57,A,22.1499996,0,Leaf Chocolate Mold,2016-08-01T00:00:00.000Z,cash_back,770,63,705,groceries,41.593,-98.226
3125,1,2017-01-07,C_ID_af909d19bf,M_ID_42c476e2fe,C,442.579987,0,Josephine Chenille Bedspread - King,2016-02-01T00:00:00.000Z,travel,340,57,373,hotel,48.622,-93.232
6849,0,2017-01-16,C_ID_dd34e64521,M_ID_4337553092,D,82.5400009,0,,2016-02-01T00:00:00.000Z,cash_back,619,48,661,internet,45.377,-83.237
7220,1,2017-01-17,C_ID_7af8e14e01,M_ID_42ddc8c3f0,C,34.4000015,0,Quick Change Tune Clamp Key Trigger Capo For Acoustic Electric Guitar,2017-01-01T00:00:00.000Z,travel,730,55,130,luxury goods,41.863,-121.654
7054,1,2017-01-17,C_ID_6ae9f40da5,M_ID_42e45dc653,C,18.3500004,1,TopStage  U.S.A -Clamp Key Trigger Capo For Acoustic Electric Guitar GCAP8-GOLD,2016-11-01T00:00:00.000Z,dining_entertainment,313,27,457,luxury goods,36.937,-81.213
11574,1,2017-01-28,C_ID_0c020342f8,M_ID_42e93773ec,D,66.8600006,1,"Limited Edition Bronze Goddess Eau Fra & #238che Skinscent, 3.4 oz. - Estee Lauder - Bronze",2015-09-01T00:00:00.000Z,cash_back,430,71,401,luxury goods,43.496,-114.624
10871,1,2017-01-26,C_ID_52ac019cbe,M_ID_43111a13ad,D,33.1300011,0,,2016-02-01T00:00:00.000Z,cash_back,813,27,661,internet,45.028,-103.332
10420,1,2017-01-25,C_ID_84b129d7bb,M_ID_43242bc105,C,373.839996,0,Nintendo Wii U Microphone - microphone,2016-08-01T00:00:00.000Z,travel,657,32,357,consumer electronics,38.891,-89.534
11619,1,2017-01-28,C_ID_603e2fce74,M_ID_4329b6bdb3,C,16.5900002,0,Weddingstar 9214 Written in the Stars Bride and Groom Couple Figurine,2016-12-01T00:00:00.000Z,travel,782,65,278,restaurant/dining,32.616,-109.787
2426,0,2017-01-05,C_ID_dbb19a56ad,M_ID_433086dba5,C,599.469971,1,,2014-12-01T00:00:00.000Z,travel,611,32,298,insurance,32.019,-109.648
12419,1,2017-01-30,C_ID_95829d4b19,M_ID_43390a2a4a,D,62.1100006,0,,2017-01-01T00:00:00.000Z,cash_back,465,54,661,internet,38.071,-102.056
8600,1,2017-01-21,C_ID_14d70229cf,M_ID_43390a2a4a,C,39.5999985,1,,2016-12-01T00:00:00.000Z,cash_back,505,78,661,internet,38.071,-102.056
6875,1,2017-01-16,C_ID_3a95a9e5e1,M_ID_433cfc8ae3,A,132.210007,0,Keurig B130 DeskPro Coffee Maker K-Cup Espresso Machine Brewer Single Brewing 2,2016-10-01T00:00:00.000Z,cash_back,361,30,278,restaurant/dining,42.465,-122.169
8589,1,2017-01-21,C_ID_fff82c2722,M_ID_4344a2c396,D,44.5299988,0,,2016-05-01T00:00:00.000Z,travel,307,53,119,insurance,35.206,-83.021
5801,1,2017-01-14,C_ID_6f27a313e2,M_ID_4344a2c396,C,1037.32996,0,,2016-12-01T00:00:00.000Z,cash_back,594,61,119,insurance,35.206,-83.021
10583,1,2017-01-26,C_ID_437ac99a32,M_ID_434ff75c51,B,82.5400009,0,SAN FRANCISCO 49ERS OFFICIAL RETRACTABLE BADGE HOLDER,2016-09-01T00:00:00.000Z,cash_back,821,25,401,luxury goods,40.049,-103.708
6816,1,2017-01-16,C_ID_c81844322d,M_ID_4348671a1a,D,72.9199982,1,"9 M-TECH TACTICAL Hunting Survival FULL TANG FIXED BLADE KNIFE Wood w/ SHEATH""",2016-09-01T00:00:00.000Z,cash_back,303,19,80,restaurant/dining,34.333,-85.14
2204,1,2017-01-05,C_ID_90744ea444,M_ID_434a7d3891,D,352.160004,0,,2016-11-01T00:00:00.000Z,cash_back,765,23,661,internet,45.175,-101.846
10130,0,2017-01-25,C_ID_90744ea444,M_ID_434a7d3891,B,283.149994,0,,2016-11-01T00:00:00.000Z,cash_back,765,23,661,internet,45.175,-101.846
9633,1,2017-01-23,C_ID_2d1fec14d8,M_ID_435a8c1c32,C,60.0299988,1,Coleman Wing Master Polarized Sunglasses,2016-12-01T00:00:00.000Z,travel,430,75,457,luxury goods,46.079,-88.505
8545,1,2017-01-21,C_ID_027ea900c0,M_ID_435bb13920,B,162.789993,0,Duck Dynasty: Best Of Duck Dynasty (DVD),2016-08-01T00:00:00.000Z,cash_back,500,46,307,entertainment,37.994,-99.357
6303,0,2017-01-15,C_ID_f6484f4288,M_ID_436dfe55fe,C,66.5,0,,2016-07-01T00:00:00.000Z,cash_back,831,58,695,gas,39.54,-80.621
8194,1,2017-01-20,C_ID_ff6112baa5,M_ID_436dfe55fe,C,50.4500008,0,,2016-08-01T00:00:00.000Z,travel,812,76,695,gas,39.54,-80.621
3275,1,2017-01-07,C_ID_6fe12698df,M_ID_4376d4f3c8,C,32.0099983,0,Paderno World Cuisine Spoon Chocolate Mold,2016-12-01T00:00:00.000Z,cash_back,647,24,705,groceries,41.691,-106.134
10218,1,2017-01-25,C_ID_af9054f726,M_ID_4376d4f3c8,A,8.55000019,0,Pavia Chocolate Table Lamp,2016-10-01T00:00:00.000Z,travel,330,42,705,groceries,41.691,-106.134
8899,1,2017-01-21,C_ID_af9054f726,M_ID_4376d4f3c8,A,8.55000019,0,Freshware CB-607BR Brown Break-apart Chocolate Bar Silicone Mold,2016-10-01T00:00:00.000Z,travel,330,42,705,groceries,41.691,-106.134
3161,0,2017-01-07,C_ID_6955fe3827,M_ID_43c16d8fb1,C,38.7799988,0,,2016-04-01T00:00:00.000Z,cash_back,827,44,661,internet,34.151,-110.803
10906,1,2017-01-26,C_ID_47d2295a52,M_ID_437cb4c8bf,D,250.169998,1,Klipsch GiG Portable Wireless Bluetooth NFC Speaker with Speakerphone,2014-07-01T00:00:00.000Z,cash_back,478,42,432,consumer electronics,45.096,-98.409
12548,1,2017-01-30,C_ID_47d2295a52,M_ID_437cb4c8bf,B,26.3700008,1,Koss KMO10 Earbud Headphone,2014-07-01T00:00:00.000Z,cash_back,478,42,432,consumer electronics,45.096,-98.409
8766,1,2017-01-21,C_ID_47d2295a52,M_ID_437cb4c8bf,D,261.26001,0,Protective Case & Stand Designed for iPad Air - Black Closure strap keeps cover shut and avoids accidental on/off Corners,2014-07-01T00:00:00.000Z,cash_back,478,42,432,consumer electronics,45.096,-98.409
8324,0,2017-01-20,C_ID_d1d966d788,M_ID_437df929c7,A,121.029999,0,,2016-09-01T00:00:00.000Z,cash_back,535,55,695,gas,45.849,-117.294
8041,1,2017-01-20,C_ID_e1d5b998e5,M_ID_437df929c7,A,162.789993,0,,2017-01-01T00:00:00.000Z,travel,558,71,695,gas,45.849,-117.294
9283,1,2017-01-23,C_ID_25509649fc,M_ID_4385a66bb4,D,162.789993,1,,2016-07-01T00:00:00.000Z,dining_entertainment,308,52,343,internet,44.583,-85.843
3807,1,2017-01-09,C_ID_25509649fc,M_ID_4385a66bb4,D,162.789993,0,,2016-07-01T00:00:00.000Z,dining_entertainment,308,52,343,internet,44.583,-85.843
6185,1,2017-01-15,C_ID_fdcb92f5be,M_ID_43a0527bdf,B,10.6499996,1,,2016-09-01T00:00:00.000Z,cash_back,520,85,560,gas,41.148,-90.648
4834,1,2017-01-11,C_ID_6eba05c5cb,M_ID_43ac85f38b,C,66.1699982,0,"Pyrex Storage Plus Square 6-Piece Value Pack, Glass",2016-11-01T00:00:00.000Z,cash_back,839,46,80,restaurant/dining,32.384,-106.398
5037,1,2017-01-12,C_ID_3bd270b73e,M_ID_43b4478953,B,114.639999,0,Dean Upright Pace Bass- Classic Black with Case Electric Bass Guitar,2016-09-01T00:00:00.000Z,cash_back,633,21,307,entertainment,42.075,-122.603
10021,1,2017-01-24,C_ID_29c59acfa0,M_ID_43b9461211,B,26.3700008,0,"Women's Fossil 'Land Racer' Chronograph Bracelet Watch, 38mm - Gold",2015-06-01T00:00:00.000Z,cash_back,369,55,457,luxury goods,40.619,-85.43
4124,1,2017-01-10,C_ID_8c141087fc,M_ID_43c0cce1ce,C,106.599998,0,Lorann Oils L5567 Sweet Shoppe Candy Molds,2015-11-01T00:00:00.000Z,travel,606,19,705,groceries,35.577,-90.952
5292,1,2017-01-13,C_ID_199053f65e,M_ID_43c977c479,A,154.759995,0,Nike Free 5.0 Men's Training Shoes - Crimson/White/Blue,2016-12-01T00:00:00.000Z,travel,451,37,774,retail apparel,43.613,-120.162
8865,0,2017-01-21,C_ID_dadde907d6,M_ID_43c5e6db72,B,444.76001,0,Grape Solar GoCharger 7.5 Watt Portable Solar Panel,2017-01-01T00:00:00.000Z,cash_back,839,24,369,consumer electronics,41.931,-85.546
12787,1,2017-01-31,C_ID_978be02dcf,M_ID_43e049ac51,A,1575.04004,0,,2017-01-01T00:00:00.000Z,cash_back,601,27,651,news & journalism,33.853,-91.025
8469,1,2017-01-20,C_ID_1b74d2e3a0,M_ID_43f8fcbc6e,D,1156.56006,1,,2016-08-01T00:00:00.000Z,cash_back,657,51,796,insurance,34.289,-114.881
8100,1,2017-01-20,C_ID_39365528d2,M_ID_43f8fcbc6e,B,817.330017,1,,2016-12-01T00:00:00.000Z,dining_entertainment,349,70,796,insurance,34.289,-114.881
3460,1,2017-01-08,C_ID_f4dcc540f0,M_ID_43f8fcbc6e,B,19.75,1,,2016-04-01T00:00:00.000Z,cash_back,825,85,796,insurance,34.289,-114.881
8613,1,2017-01-21,C_ID_3d9b4ff07a,M_ID_43fb1d2eab,A,504.779999,0,,2016-08-01T00:00:00.000Z,cash_back,403,54,683,gas,34.653,-106.884
8866,1,2017-01-21,C_ID_af547d8e7d,M_ID_440f8472c0,C,415.630005,1,,2016-04-01T00:00:00.000Z,travel,622,28,333,insurance,35.653,-109.016
6375,1,2017-01-15,C_ID_971894d24f,M_ID_440f8472c0,B,584.950012,0,,2013-07-01T00:00:00.000Z,dining_entertainment,842,23,333,insurance,35.653,-109.016
6014,0,2017-01-14,C_ID_691af0210b,M_ID_440f8472c0,D,1117.45996,0,,2016-10-01T00:00:00.000Z,cash_back,416,22,333,insurance,35.653,-109.016
12228,1,2017-01-30,C_ID_75e8916fc3,M_ID_44100f4587,A,731.580017,0,Rainbow 7 Color Changing LED Ultrasonic Air Humidifier Purifier Aroma Diffuser,2016-12-01T00:00:00.000Z,cash_back,778,54,222,beauty & personal care,29.047,-98.633
4375,1,2017-01-10,C_ID_7d1db878d8,M_ID_4411067dcc,C,34.4000015,0,Motiveså¥ÌÛ_å¥ÌÛ_ Luxe Crå¥ÌÛ_å¥ÌÛ_me Eye Shadow,2016-05-01T00:00:00.000Z,cash_back,505,28,529,beauty & personal care,35.432,-120.104
7461,1,2017-01-18,C_ID_7bee677764,M_ID_4411067dcc,C,432.369995,0,Tea Tree Face Cream Thursday Plantation 2.29 oz Cream,2017-01-01T00:00:00.000Z,cash_back,410,61,529,beauty & personal care,35.432,-120.104
3771,1,2017-01-09,C_ID_c7ddb585fe,M_ID_441aeef369,A,5.51000023,0,Leaf Chocolate Mold,2016-10-01T00:00:00.000Z,cash_back,823,48,705,groceries,37.095,-88.854
4345,1,2017-01-10,C_ID_bdd943caa2,M_ID_441b5e86be,D,429.470001,0,Igloo 1.7-cu ft Refrigerator,2016-05-01T00:00:00.000Z,travel,608,50,497,consumer electronics,30.575,-101.614
8941,0,2017-01-21,C_ID_c1e4dd0116,M_ID_441de8caa9,D,44.0299988,0,FLOWERBYKENZO Eau de Parfum Spray  1.7 oz,2015-01-01T00:00:00.000Z,cash_back,807,49,130,luxury goods,27.736,-97.71
4368,1,2017-01-10,C_ID_e76f813364,M_ID_441de8caa9,D,34.4000015,0,Coleman Convertible Polarized Sunglasses,2016-10-01T00:00:00.000Z,dining_entertainment,647,29,130,luxury goods,27.736,-97.71
1918,1,2017-01-04,C_ID_8a825ab92c,M_ID_441de8caa9,A,82.5400009,1,Men's Adidas Get Ready for Him Eau de Toilette Spray - 1.7 oz,2016-12-01T00:00:00.000Z,cash_back,821,54,130,luxury goods,27.736,-97.71
7559,1,2017-01-18,C_ID_a33e0525de,M_ID_441f595783,A,19.6299992,1,,2016-12-01T00:00:00.000Z,travel,640,40,560,gas,40.724,-86.442
12717,1,2017-01-31,C_ID_3377121fc5,M_ID_441f7fc906,B,102.599998,0,C9 Champion Women's Seamless Layer Bra,2015-12-01T00:00:00.000Z,dining_entertainment,846,38,414,retail apparel,44.239,-69.115
10372,1,2017-01-25,C_ID_bccacb4075,M_ID_4422cbb61d,A,998.97998,0,,2016-12-01T00:00:00.000Z,travel,319,20,796,insurance,37.173,-110.208
1803,1,2017-01-04,C_ID_6eee061f3c,M_ID_442517cc85,B,50.2900009,0,"Primus P-733310 Litech Super Cook Set - Titanium - Pots and Pans, Non-Stick",2016-11-01T00:00:00.000Z,cash_back,643,61,367,carpentry,36.658,-85.144
7050,0,2017-01-17,C_ID_c89dccdb2d,M_ID_4425bbd280,C,124.330002,0,iTrak Portable Wireless Bluetooth Speaker,2013-12-01T00:00:00.000Z,cash_back,347,26,427,consumer electronics,38.495,-107.48
10679,1,2017-01-26,C_ID_083d3099b6,M_ID_44441e722e,A,336.5,0,"Beats by Dr. Dre urBeats In-Ear Earbud Headphones, Assorted Colors",2015-11-01T00:00:00.000Z,cash_back,804,53,422,consumer electronics,42.931,-89.888
2522,1,2017-01-05,C_ID_373ee004e3,M_ID_445742726b,A,252.009995,0,INSTEN Rechargeable Lithium-ion Battery CR123A for CR123/ CR17345/ DL123/ DL123ABU/ PL123 / BR2/ 3A/ K123LA-1,2015-02-01T00:00:00.000Z,dining_entertainment,470,61,276,consumer electronics,48.239,-118.497
7462,0,2017-01-18,C_ID_4f152b4b1b,M_ID_442b96b6f4,B,45.6699982,0,,2015-02-01T00:00:00.000Z,cash_back,476,33,333,insurance,33.95,-91.493
12119,1,2017-01-29,C_ID_dd0e353389,M_ID_444589f34b,C,50.4500008,0,2005 Leaf Certified Brett Favre Blue Jersey # 49/50 MINT Condition,2016-05-01T00:00:00.000Z,travel,750,31,307,entertainment,34.253,-93.565
11788,1,2017-01-28,C_ID_7d1f5d1085,M_ID_445742726b,B,133.149994,0,Duracell Rechargeable AA Pre-Charged Household Batteries,2016-07-01T00:00:00.000Z,travel,320,72,276,consumer electronics,48.239,-118.497
3541,0,2017-01-08,C_ID_5531c53837,M_ID_445742726b,D,42.4199982,0,Logitech M187 Wireless Mini Mouse,2014-12-01T00:00:00.000Z,dining_entertainment,334,91,276,consumer electronics,48.239,-118.497
7387,1,2017-01-18,C_ID_08ef4bc121,M_ID_445742726b,D,26.3700008,1,"Fitbit Charge HR Wireless Activity Wristband, Black, Large",2016-11-01T00:00:00.000Z,cash_back,576,90,276,consumer electronics,48.239,-118.497
1021,0,2017-01-01,C_ID_4d104b4b2b,M_ID_445742726b,A,186.919998,0,Coca Cola Retro Cooler - 16 can capacity,2014-10-01T00:00:00.000Z,cash_back,829,78,276,consumer electronics,48.239,-118.497
11761,1,2017-01-28,C_ID_e890477c3b,M_ID_445742726b,C,18.3500004,0,"KB Covers Greek Keyboard Cover for MacBook, MacBook Air & MacBook Pro (Unibody, Black Keys)",2016-12-01T00:00:00.000Z,cash_back,791,60,276,consumer electronics,48.239,-118.497
5123,1,2017-01-12,C_ID_d9e0351219,M_ID_445742726b,A,42.4199982,0,SPT 35-cup Heavy Duty Rice Cooker,2016-11-01T00:00:00.000Z,dining_entertainment,745,46,276,consumer electronics,48.239,-118.497
11796,0,2017-01-28,C_ID_903b86871c,M_ID_445742726b,A,180.889999,0,INSTEN Plain Leather Fabric Snap-on Phone Case Cover With Magnetic Flip For Samsung Galaxy Note 3,2016-12-01T00:00:00.000Z,cash_back,337,51,276,consumer electronics,48.239,-118.497
2601,1,2017-01-06,C_ID_f5721b619e,M_ID_445742726b,D,42.4199982,0,HP Wireless Keyboard & Mouse,2016-06-01T00:00:00.000Z,cash_back,384,23,276,consumer electronics,48.239,-118.497
7954,1,2017-01-19,C_ID_f20d42ebfd,M_ID_445742726b,D,66.4800034,0,Black USB Wired Gamepad Controller Joypad Joystick For Xbox 360 PC Windows,2015-09-01T00:00:00.000Z,cash_back,472,83,276,consumer electronics,48.239,-118.497
6908,1,2017-01-17,C_ID_b0c14f1d69,M_ID_445742726b,C,10.3100004,1,Renogy AWG 12 MC4 Adaptor 40ft. Kit,2014-04-01T00:00:00.000Z,cash_back,482,40,276,consumer electronics,48.239,-118.497
4013,1,2017-01-09,C_ID_1557f82634,M_ID_445742726b,D,34.4000015,0,Insten Black Premium Horizontal Pouch Phone Case Cover With Magnetic Flip/ Belt Clip For Samsung Galaxy Note LTE,2015-03-01T00:00:00.000Z,dining_entertainment,793,98,276,consumer electronics,48.239,-118.497
10113,1,2017-01-25,C_ID_f7cef91f94,M_ID_445742726b,C,142.0,1,iRobot Roomba 880 Vacuum Cleaning Robot for Pets and Allergies 800 Series,2015-09-01T00:00:00.000Z,cash_back,660,50,276,consumer electronics,48.239,-118.497
1167,0,2017-01-02,C_ID_b0c14f1d69,M_ID_445742726b,B,276.48999,0,Fitbit Charge HRTM Heart Rate and Activity Wristband,2014-04-01T00:00:00.000Z,cash_back,482,40,276,consumer electronics,48.239,-118.497
1242,0,2017-01-02,C_ID_b0c14f1d69,M_ID_445742726b,A,333.410004,0,HAYWRD RC9990GR TIGERSHARK QC IG ROBOTIC CLEANER,2014-04-01T00:00:00.000Z,cash_back,482,40,276,consumer electronics,48.239,-118.497
8072,1,2017-01-20,C_ID_e890477c3b,M_ID_445742726b,A,18.3500004,0,Children Safe Kids Friendly Protective Eva Foam Rugged Case Cover Handle Stand Case for Apple iPad Air 2 Gen - Red,2016-12-01T00:00:00.000Z,cash_back,791,60,276,consumer electronics,48.239,-118.497
1169,0,2017-01-02,C_ID_b0c14f1d69,M_ID_445742726b,A,246.960007,0,"Belkin Surge Protector, 12 Outlets, 6 ft Cord, 3420 Joules, Black (Each)",2014-04-01T00:00:00.000Z,cash_back,482,40,276,consumer electronics,48.239,-118.497
2529,0,2017-01-06,C_ID_d38bb7d94f,M_ID_445742726b,B,156.990005,0,INSTEN Colorful Clear Bumper Phone Case Cover Phone Protector Cover for Samsung Galaxy S5/ SV,2016-07-01T00:00:00.000Z,dining_entertainment,690,69,276,consumer electronics,48.239,-118.497
4067,0,2017-01-09,C_ID_c3894bb58c,M_ID_445742726b,B,42.4199982,0,Aquabot Pool Rover Jr Cleaner for Above Ground Pools,2016-12-01T00:00:00.000Z,cash_back,399,40,276,consumer electronics,48.239,-118.497
8042,1,2017-01-20,C_ID_b788c1a916,M_ID_445742726b,B,26.3700008,0,Sugarbooger by o.r.e Zip pee Lunch Tote in Retro Robot,2016-08-01T00:00:00.000Z,dining_entertainment,354,42,276,consumer electronics,48.239,-118.497
11167,1,2017-01-27,C_ID_c04ccab0a0,M_ID_445742726b,A,169.850006,0,Panasonic TC P60ST50 - 60,2016-12-01T00:00:00.000Z,cash_back,547,71,276,consumer electronics,48.239,-118.497
5258,1,2017-01-13,C_ID_9bbce2d512,M_ID_445742726b,B,432.369995,0,New in Package Original Speck Apple iPhone 5 5S 5C Flex Shell Cover Case,2014-06-01T00:00:00.000Z,travel,530,56,276,consumer electronics,48.239,-118.497
2071,1,2017-01-04,C_ID_8f521c869b,M_ID_45245d73db,A,122.07,1,Freshware Brown 15-Cavity Hearts Chocolate and Candy Silicone Mold,2016-09-01T00:00:00.000Z,cash_back,480,58,705,groceries,26.328,-81.58
6936,0,2017-01-17,C_ID_fedaffba20,M_ID_44bfdbedb0,B,41.5099983,1,,2016-03-01T00:00:00.000Z,dining_entertainment,618,37,198,insurance,41.553,-116.204
2960,1,2017-01-06,C_ID_c30278e324,M_ID_452b73e364,D,12.7299995,1,,2016-05-01T00:00:00.000Z,dining_entertainment,584,72,108,gas,31.117,-88.901
1697,1,2017-01-03,C_ID_25ab578687,M_ID_4475b62c6b,A,48.8400002,0,Apple iPhone 5 - 16GB - White & Silver (Sprint) Smartphone,2016-12-01T00:00:00.000Z,cash_back,575,54,289,consumer electronics,45.388,-118.388
6238,1,2017-01-15,C_ID_ff32beaee6,M_ID_448fd3ef54,D,113.610001,0,,2016-01-01T00:00:00.000Z,dining_entertainment,642,40,683,insurance,46.192,-117.15
12757,0,2017-01-31,C_ID_25ab578687,M_ID_4475b62c6b,B,346.410004,0,Sony Walkman 4GB Waterproof Sports MP3 Player Headphones with Swimming Earbuds,2016-12-01T00:00:00.000Z,cash_back,575,54,289,consumer electronics,45.388,-118.388
1989,1,2017-01-04,C_ID_755aa7d757,M_ID_453711c584,D,5.51000023,0,,2016-04-01T00:00:00.000Z,cash_back,647,59,195,gas,30.243,-103.721
8734,1,2017-01-21,C_ID_85c2534874,M_ID_453711c584,A,11.9300003,1,,2016-07-01T00:00:00.000Z,cash_back,730,67,195,gas,30.243,-103.721
12756,0,2017-01-31,C_ID_25ab578687,M_ID_4475b62c6b,A,32.7900009,0,Sunbeam Microplush 2 Person Oversized Electric Heated Throw Blanket Sand Tan,2016-12-01T00:00:00.000Z,cash_back,575,54,289,consumer electronics,45.388,-118.388
8889,1,2017-01-21,C_ID_0c2fe8019d,M_ID_44728ed4e5,D,39.1300011,0,Freshware 8-cavity Tropical Chocolate/ Candy/ Clay Silicone Mold,2016-12-01T00:00:00.000Z,cash_back,741,31,705,groceries,40.651,-84.785
6113,1,2017-01-14,C_ID_0c2fe8019d,M_ID_44728ed4e5,C,69.2699966,0,Sacro-Ease Memory Foam Molded Seat; Chocolate,2016-12-01T00:00:00.000Z,cash_back,741,31,705,groceries,40.651,-84.785
4585,1,2017-01-11,C_ID_25ab578687,M_ID_4475b62c6b,A,203.839996,0,INSTEN Rubber Coated Laptop Case Cover for Apple MacBook Air 13-inch,2016-12-01T00:00:00.000Z,cash_back,575,54,289,consumer electronics,45.388,-118.388
9501,1,2017-01-23,C_ID_62ec339d75,M_ID_4477102075,C,414.130005,1,Brentwood Grey / Black Quilted Bedspread Set,2016-12-01T00:00:00.000Z,cash_back,470,34,363,hotel,37.049,-106.832
1331,1,2017-01-02,C_ID_e42b8c9c33,M_ID_447acab69d,D,61.7599983,0,,2016-11-01T00:00:00.000Z,cash_back,590,38,360,gas,41.865,-81.431
6704,1,2017-01-16,C_ID_68caeef6ab,M_ID_447af78823,D,561.26001,1,Motiveså¥ÌÛ_å¥ÌÛ_ Supreme Crå¥ÌÛ_å¥ÌÛ_me Foundation,2016-12-01T00:00:00.000Z,cash_back,566,51,40,beauty & personal care,34.333,-78.389
3991,1,2017-01-09,C_ID_279161828f,M_ID_448d61d2fb,C,750.640015,0,,2016-07-01T00:00:00.000Z,cash_back,374,32,333,insurance,39.917,-96.149
6855,0,2017-01-16,C_ID_f0a567a854,M_ID_449951e461,B,69.5400009,0,,2016-04-01T00:00:00.000Z,cash_back,664,44,108,gas,47.726,-93.491
12102,1,2017-01-29,C_ID_57cad8fe25,M_ID_453711c584,A,11.9300003,0,,2015-11-01T00:00:00.000Z,travel,755,60,195,gas,30.243,-103.721
2101,1,2017-01-04,C_ID_789e8478af,M_ID_44ab1b4f02,D,31.1900005,0,,2016-10-01T00:00:00.000Z,cash_back,332,46,171,gas,45.151,-120.943
3888,1,2017-01-09,C_ID_94d4d0f2c4,M_ID_44ac94b6aa,C,53.5,1,,2016-11-01T00:00:00.000Z,cash_back,773,29,755,internet,37.646,-77.808
2022,1,2017-01-04,C_ID_81b65f73c5,M_ID_44ac94b6aa,C,403.109985,0,,2016-11-01T00:00:00.000Z,cash_back,368,58,755,internet,37.646,-77.808
1232,1,2017-01-02,C_ID_76286029ac,M_ID_44ba9d599f,B,119.129997,0,Wreck-It Ralph (4 Discs) (Includes Digital Copy) (2D/3D) (Blu-ray/DVD) (W) (Widescreen),2016-11-01T00:00:00.000Z,dining_entertainment,842,38,307,entertainment,43.809,-70.75
1426,1,2017-01-02,C_ID_7bda359ad7,M_ID_44bd456430,D,169.039993,0,,2016-06-01T00:00:00.000Z,cash_back,678,55,580,internet,48.346,-122.043
8933,1,2017-01-21,C_ID_85c2534874,M_ID_453711c584,C,11.9300003,0,,2016-07-01T00:00:00.000Z,cash_back,730,67,195,gas,30.243,-103.721
4645,1,2017-01-11,C_ID_ac3afd5760,M_ID_44c96e2f71,C,30.5499992,0,NEW VERSION STAINLESS STEEL REUSABLE CAPSULE for NESPRESSO MACHINE + GIFTS,2016-08-01T00:00:00.000Z,cash_back,334,84,278,restaurant/dining,30.416,-87.715
10293,1,2017-01-25,C_ID_24831e3624,M_ID_44c96e2f71,A,134.699997,0,"Hamilton Beach 12-Cup 2-Way FlexBrew Coffee Maker, 49983, Silver/Black",2017-01-01T00:00:00.000Z,cash_back,753,21,278,restaurant/dining,30.416,-87.715
2396,1,2017-01-05,C_ID_6bf003900f,M_ID_44d3937427,D,42.4199982,0,Dacasso Econo-Line Bonded-leather Badge Holder with Adjustable Slider,2017-01-01T00:00:00.000Z,cash_back,484,68,457,luxury goods,42.524,-98.356
10178,1,2017-01-25,C_ID_b4cf7862a1,M_ID_44d838d3ea,D,186.860001,1,"Skagen 'Strand' Square Mesh Strap Watch, 20mm Rose Gold",2016-05-01T00:00:00.000Z,dining_entertainment,549,64,703,retail apparel,37.182,-89.565
2423,1,2017-01-05,C_ID_02bd1c4210,M_ID_44d94f35bb,B,437.25,1,INSTEN Black/ Blue Symbiosis Dual Layer Hybrid Rubber Soft Silicone/ PC Phone Case With Stand For Samsung Galaxy Note Edge,2016-06-01T00:00:00.000Z,cash_back,367,35,369,consumer electronics,33.262,-110.329
10904,1,2017-01-26,C_ID_2d1fec14d8,M_ID_44f4c4e3a2,A,98.2699966,0,Insten Hybrid White Hard/Black Skin Case Cover+2x Mirror Protector For iPhone 4 4S,2016-12-01T00:00:00.000Z,travel,430,75,531,consumer electronics,41.622,-100.321
2498,1,2017-01-05,C_ID_4e97d2324d,M_ID_44f4c4e3a2,D,167.800003,0,"Fitbit Charge Wireless Activity Wristband, Slate, Small, Excellent Condition",2016-08-01T00:00:00.000Z,dining_entertainment,661,76,531,consumer electronics,41.622,-100.321
